property_id,locality,property_type,bhk,size_sqft,price_lakhs,rent_monthly,availability,possession_year,furnished_status,posted_on
971,Vikhroli,Apartment,2,1102.62,117.83,38489.0,Ready to move,2024,Furnished,2024-10-13 00:00:00
5556,Juhu,Villa,2,308.31,186.46,61316.0,Under construction,2026,Furnished,2024-02-22 00:00:00
1363,Goregaon,Apartment,2,945.85,104.67,38853.0,Ready to move,2027,Semi-Furnished,2024-07-16 00:00:00
580,Andheri,Apartment,1,855.85,215.58,69686.0,Under construction,2026,Furnished,2024-02-15 00:00:00
3944,Andheri,Studio,1,344.22,128.77,30156.0,Ready to move,2025,Semi-Furnished,2024-05-23 00:00:00
213,Malad,Apartment,1,1383.36,131.87,51096.0,Ready to move,2024,Furnished,2024-05-28 00:00:00
3066,Vikhroli,Studio,1,683.23,129.27,36248.0,Ready to move,2024,Unfurnished,2024-01-22 00:00:00
7190,Powai,Apartment,2,1495.8,168.72,57226.0,Ready to move,2024,Semi-Furnished,2024-05-27 00:00:00
5217,Vikhroli,Apartment,3,405.92,229.5,23176.0,Ready to move,2025,Semi-Furnished,2024-09-12 00:00:00
5889,Kandivali,Apartment,1,1005.11,143.56,61653.0,Ready to move,2025,Furnished,2024-02-28 00:00:00
3068,Vikhroli,Apartment,1,773.18,105.06,43777.0,Ready to move,2024,Unfurnished,2024-03-23 00:00:00
8879,Juhu,Apartment,1,861.14,30.0,35925.0,Ready to move,2025,Semi-Furnished,2024-01-03 00:00:00
4876,Vikhroli,Apartment,1,1051.17,151.07,43463.0,Ready to move,2026,Furnished,2024-01-11 00:00:00
2923,Borivali,Villa,1,331.31,249.26,35905.0,Ready to move,2024,Furnished,2024-05-27 00:00:00
7618,Vikhroli,Apartment,2,967.3,209.28,49585.0,Ready to move,2025,Furnished,2024-04-01 00:00:00
4427,Bandra,Apartment,3,437.94,131.79,48404.0,Ready to move,2024,Semi-Furnished,2024-06-12 00:00:00
3286,Bandra,Studio,1,864.45,183.3,39409.0,Ready to move,2026,Semi-Furnished,2024-08-04 00:00:00
8600,Borivali,Apartment,3,1331.16,289.0,44106.0,Ready to move,2025,Furnished,2024-12-27 00:00:00
7510,Goregaon,Apartment,1,747.75,137.01,24442.0,Ready to move,2026,Semi-Furnished,2024-03-23 00:00:00
5946,Goregaon,Villa,1,579.35,160.02,32398.0,Ready to move,2025,Unfurnished,2024-10-11 00:00:00
1316,Malad,Villa,3,787.09,98.51,24858.0,Under construction,2026,Semi-Furnished,2024-08-07 00:00:00
1907,Kandivali,Apartment,1,435.31,107.04,59200.0,Ready to move,2025,Furnished,2024-01-13 00:00:00
1402,Dadar,Apartment,3,1095.83,134.7,45324.0,Ready to move,2024,Furnished,2024-07-28 00:00:00
6771,Kandivali,Villa,1,1161.14,129.99,52853.0,Ready to move,2025,Unfurnished,2024-11-11 00:00:00
1975,Vikhroli,Apartment,2,1052.93,123.33,58639.0,Under construction,2025,Furnished,2024-01-19 00:00:00
8649,Bandra,Apartment,3,956.51,181.14,41464.0,Ready to move,2025,Unfurnished,2024-09-14 00:00:00
6994,Juhu,Apartment,3,735.17,163.95,12091.0,Ready to move,2025,Unfurnished,2024-12-23 00:00:00
5108,Kandivali,Apartment,2,505.4,127.31,63459.0,Ready to move,2024,Semi-Furnished,2024-07-05 00:00:00
2090,Bandra,Apartment,2,794.75,74.39,45694.0,Ready to move,2024,Semi-Furnished,2024-02-22 00:00:00
5867,Dadar,Studio,2,1085.1,88.86,66290.0,Ready to move,2024,Semi-Furnished,2024-08-30 00:00:00
1531,Andheri,Apartment,1,790.89,191.44,28082.0,Ready to move,2024,Semi-Furnished,2024-01-12 00:00:00
5907,Malad,Apartment,2,555.92,161.21,29486.0,Ready to move,2024,Furnished,2024-07-03 00:00:00
1043,Powai,Apartment,2,427.19,101.2,68010.0,Under construction,2026,Semi-Furnished,2024-10-06 00:00:00
4883,Borivali,Villa,1,813.47,57.29,26183.0,Ready to move,2024,Furnished,2024-11-12 00:00:00
1811,Bandra,Apartment,1,679.64,144.71,44938.0,Ready to move,2025,Furnished,2024-01-11 00:00:00
9718,Juhu,Villa,1,1109.32,74.31,54373.0,Ready to move,2025,Unfurnished,2024-02-23 00:00:00
2230,Powai,Apartment,4,400.12,182.87,17949.0,Under construction,2024,Furnished,2024-10-18 00:00:00
1650,Vikhroli,Apartment,3,667.78,235.1,47666.0,Ready to move,2024,Unfurnished,2024-06-03 00:00:00
8334,Powai,Apartment,1,572.05,207.24,42691.0,Ready to move,2025,Semi-Furnished,2024-02-13 00:00:00
9390,Malad,Apartment,2,911.35,191.63,36640.0,Under construction,2025,Semi-Furnished,2024-09-13 00:00:00
4560,Andheri,Apartment,3,632.09,281.02,33300.0,Ready to move,2025,Semi-Furnished,2024-04-25 00:00:00
6295,Vikhroli,Villa,4,1225.79,62.18,49755.0,Ready to move,2024,Unfurnished,2024-06-28 00:00:00
5902,Bandra,Apartment,3,936.67,70.07,51869.0,Ready to move,2026,Unfurnished,2024-01-06 00:00:00
8249,Dadar,Studio,2,1089.62,134.58,32562.0,Ready to move,2024,Unfurnished,2024-04-18 00:00:00
2237,Powai,Villa,3,817.26,156.52,34396.0,Under construction,2026,Furnished,2024-03-02 00:00:00
2873,Malad,Villa,1,464.02,171.83,62269.0,Under construction,2025,Unfurnished,2024-02-20 00:00:00
6125,Kandivali,Apartment,3,1195.03,127.06,45872.0,Ready to move,2024,Unfurnished,2024-10-04 00:00:00
987,Vikhroli,Apartment,2,688.61,204.4,74860.0,Ready to move,2025,Unfurnished,2024-06-22 00:00:00
7683,Vikhroli,Villa,1,1295.55,170.34,36871.0,Ready to move,2024,Furnished,2024-10-28 00:00:00
3027,Bandra,Studio,3,940.09,170.52,51538.0,Ready to move,2024,Semi-Furnished,2024-06-04 00:00:00
772,Powai,Apartment,2,921.51,250.87,51347.0,Ready to move,2025,Semi-Furnished,2024-05-22 00:00:00
7958,Andheri,Villa,2,1397.47,199.67,33928.0,Ready to move,2026,Semi-Furnished,2024-07-02 00:00:00
2378,Goregaon,Studio,1,1043.95,197.87,57119.0,Ready to move,2024,Furnished,2024-01-05 00:00:00
7127,Kandivali,Apartment,2,820.12,223.11,60531.0,Ready to move,2025,Unfurnished,2024-01-24 00:00:00
8967,Andheri,Apartment,3,454.16,121.41,43757.0,Ready to move,2026,Furnished,2024-02-23 00:00:00
6520,Kandivali,Apartment,4,892.71,163.91,48250.0,Ready to move,2024,Semi-Furnished,2024-11-09 00:00:00
6376,Malad,Apartment,2,451.74,176.22,39311.0,Under construction,2024,Unfurnished,2024-01-07 00:00:00
6494,Vikhroli,Apartment,2,1269.0,160.36,22977.0,Under construction,2024,Semi-Furnished,2024-05-18 00:00:00
927,Bandra,Apartment,2,1064.64,121.69,30179.0,Ready to move,2024,Semi-Furnished,2024-10-30 00:00:00
6093,Andheri,Apartment,2,955.84,98.69,44833.0,Ready to move,2025,Semi-Furnished,2024-04-06 00:00:00
2226,Powai,Studio,3,1177.75,145.33,58937.0,Under construction,2025,Semi-Furnished,2024-06-22 00:00:00
5862,Kandivali,Apartment,1,1121.45,82.53,51512.0,Ready to move,2024,Unfurnished,2024-03-23 00:00:00
445,Goregaon,Apartment,3,893.03,155.68,48604.0,Ready to move,2024,Furnished,2024-02-11 00:00:00
3320,Andheri,Villa,1,996.95,167.98,32832.0,Ready to move,2024,Semi-Furnished,2024-06-30 00:00:00
5487,Goregaon,Apartment,2,1099.61,116.23,52034.0,Ready to move,2026,Furnished,2024-08-14 00:00:00
8581,Powai,Apartment,3,513.06,182.66,53962.0,Ready to move,2026,Unfurnished,2024-05-08 00:00:00
9207,Kandivali,Apartment,4,1045.81,216.01,59804.0,Under construction,2024,Semi-Furnished,2024-08-01 00:00:00
6760,Malad,Studio,1,820.09,169.21,32259.0,Ready to move,2025,Unfurnished,2024-07-21 00:00:00
5166,Malad,Studio,2,774.51,118.58,39924.0,Ready to move,2024,Semi-Furnished,2024-03-22 00:00:00
4635,Andheri,Villa,2,880.26,131.75,57483.0,Under construction,2024,Furnished,2024-02-22 00:00:00
354,Kandivali,Apartment,1,634.14,44.86,58750.0,Ready to move,2026,Semi-Furnished,2024-07-20 00:00:00
1955,Goregaon,Apartment,1,1063.15,201.68,19572.0,Ready to move,2025,Semi-Furnished,2024-08-02 00:00:00
1273,Bandra,Apartment,2,834.68,152.45,30260.0,Ready to move,2026,Unfurnished,2024-03-23 00:00:00
8473,Bandra,Apartment,2,700.6,59.65,34497.0,Ready to move,2026,Semi-Furnished,2024-12-15 00:00:00
5300,Kandivali,Villa,3,1207.03,118.87,38090.0,Ready to move,2024,Furnished,2024-12-21 00:00:00
3712,Malad,Apartment,3,988.19,86.34,50800.0,Ready to move,2025,Furnished,2024-08-24 00:00:00
1572,Juhu,Apartment,2,1141.62,161.7,48157.0,Ready to move,2025,Unfurnished,2024-08-13 00:00:00
8231,Bandra,Villa,1,1318.56,162.89,32132.0,Ready to move,2024,Semi-Furnished,2024-04-29 00:00:00
3201,Malad,Villa,4,895.9,172.5,32871.0,Ready to move,2024,Unfurnished,2024-08-13 00:00:00
3579,Bandra,Apartment,2,957.71,163.18,61175.0,Ready to move,2024,Unfurnished,2024-01-04 00:00:00
9118,Dadar,Apartment,1,521.67,182.67,42254.0,Ready to move,2024,Semi-Furnished,2024-07-24 00:00:00
1993,Kandivali,Apartment,2,900.43,155.38,55447.0,Ready to move,2025,Semi-Furnished,2024-05-11 00:00:00
7501,Malad,Apartment,1,710.43,205.12,45965.0,Ready to move,2025,Furnished,2024-08-27 00:00:00
1860,Bandra,Apartment,2,713.65,100.4,34621.0,Under construction,2024,Furnished,2024-03-14 00:00:00
9381,Goregaon,Villa,1,494.29,191.59,42730.0,Ready to move,2024,Unfurnished,2024-06-11 00:00:00
7814,Borivali,Apartment,4,868.71,237.98,44958.0,Ready to move,2025,Semi-Furnished,2024-09-29 00:00:00
6577,Juhu,Apartment,2,762.88,123.38,78978.0,Under construction,2026,Semi-Furnished,2024-01-02 00:00:00
9954,Powai,Apartment,2,613.02,144.14,48693.0,Ready to move,2024,Semi-Furnished,2024-09-09 00:00:00
4513,Dadar,Apartment,3,626.54,162.31,58028.0,Under construction,2025,Furnished,2024-09-29 00:00:00
6634,Kandivali,Apartment,3,833.1,145.44,49569.0,Ready to move,2024,Semi-Furnished,2024-02-02 00:00:00
8908,Borivali,Apartment,2,513.16,120.76,39019.0,Ready to move,2024,Semi-Furnished,2024-08-09 00:00:00
5903,Malad,Apartment,3,1096.42,204.33,47377.0,Ready to move,2024,Unfurnished,2024-03-22 00:00:00
9048,Juhu,Apartment,4,1232.24,219.59,26073.0,Ready to move,2024,Unfurnished,2024-10-15 00:00:00
8470,Andheri,Apartment,3,704.34,152.94,39513.0,Ready to move,2024,Unfurnished,2024-11-05 00:00:00
1187,Vikhroli,Studio,1,1168.54,144.53,85737.0,Ready to move,2025,Furnished,2024-01-29 00:00:00
5539,Kandivali,Apartment,2,1034.27,58.39,37134.0,Under construction,2024,Semi-Furnished,2024-05-09 00:00:00
9656,Andheri,Apartment,2,752.36,225.98,38760.0,Ready to move,2025,Semi-Furnished,2024-01-18 00:00:00
1917,Powai,Villa,4,300.0,154.44,73326.0,Ready to move,2024,Semi-Furnished,2024-06-19 00:00:00
9080,Andheri,Apartment,4,853.9,129.11,43400.0,Ready to move,2027,Furnished,2024-08-07 00:00:00
300,Kandivali,Apartment,2,851.72,211.77,46719.0,Ready to move,2027,Unfurnished,2024-08-26 00:00:00
9079,Bandra,Apartment,3,450.04,163.49,65235.0,Ready to move,2025,Furnished,2024-03-19 00:00:00
1915,Powai,Apartment,2,1085.51,90.25,62234.0,Ready to move,2027,Unfurnished,2024-06-08 00:00:00
9110,Goregaon,Studio,2,836.77,167.65,51774.0,Ready to move,2025,Furnished,2024-09-12 00:00:00
8175,Kandivali,Apartment,1,543.31,161.69,66592.0,Ready to move,2025,Semi-Furnished,2024-04-12 00:00:00
2072,Andheri,Apartment,3,1026.27,143.62,36061.0,Ready to move,2025,Furnished,2024-08-29 00:00:00
5153,Dadar,Apartment,1,811.57,127.22,58171.0,Ready to move,2025,Semi-Furnished,2024-05-18 00:00:00
1083,Juhu,Apartment,4,809.03,141.54,68095.0,Ready to move,2024,Furnished,2024-01-19 00:00:00
4830,Dadar,Apartment,1,593.14,132.89,56938.0,Under construction,2024,Semi-Furnished,2024-05-30 00:00:00
8868,Vikhroli,Apartment,2,761.44,97.26,32543.0,Under construction,2024,Furnished,2024-04-10 00:00:00
3103,Andheri,Apartment,1,1284.79,122.4,61644.0,Ready to move,2024,Semi-Furnished,2024-05-05 00:00:00
3143,Juhu,Apartment,2,934.92,198.44,52447.0,Ready to move,2025,Unfurnished,2024-01-15 00:00:00
6060,Bandra,Apartment,4,799.7,123.4,45097.0,Ready to move,2024,Furnished,2024-05-14 00:00:00
2998,Andheri,Apartment,2,514.43,128.98,50183.0,Ready to move,2024,Unfurnished,2024-09-30 00:00:00
8099,Bandra,Apartment,2,1423.49,209.26,26487.0,Under construction,2025,Semi-Furnished,2024-07-11 00:00:00
8272,Borivali,Apartment,2,981.5,171.14,35154.0,Under construction,2025,Semi-Furnished,2024-05-24 00:00:00
5362,Kandivali,Apartment,2,791.14,101.35,50567.0,Ready to move,2024,Furnished,2024-01-22 00:00:00
4265,Vikhroli,Apartment,1,713.06,166.13,79982.0,Ready to move,2025,Semi-Furnished,2024-09-08 00:00:00
8818,Kandivali,Apartment,2,873.58,174.14,42110.0,Under construction,2024,Semi-Furnished,2024-04-21 00:00:00
7593,Dadar,Villa,2,1333.68,199.71,39294.0,Ready to move,2024,Furnished,2024-07-28 00:00:00
7508,Malad,Apartment,3,1595.51,134.92,18965.0,Under construction,2024,Unfurnished,2024-09-05 00:00:00
7208,Malad,Apartment,3,926.0,81.95,30234.0,Ready to move,2025,Furnished,2024-10-12 00:00:00
4051,Vikhroli,Apartment,3,483.47,211.46,26582.0,Ready to move,2025,Semi-Furnished,2024-04-21 00:00:00
2010,Vikhroli,Apartment,2,790.43,221.41,38804.0,Ready to move,2026,Furnished,2024-07-07 00:00:00
3347,Dadar,Apartment,1,697.42,172.47,32140.0,Ready to move,2024,Unfurnished,2024-09-21 00:00:00
783,Bandra,Apartment,1,897.57,160.01,43376.0,Ready to move,2024,Unfurnished,2024-06-16 00:00:00
3970,Juhu,Apartment,3,894.4,167.6,39914.0,Ready to move,2024,Furnished,2024-05-02 00:00:00
3778,Kandivali,Apartment,2,742.02,103.82,44064.0,Ready to move,2024,Unfurnished,2024-10-24 00:00:00
283,Dadar,Apartment,2,1151.91,113.44,40114.0,Ready to move,2024,Furnished,2024-10-03 00:00:00
8244,Powai,Apartment,1,679.92,148.37,47842.0,Ready to move,2025,Furnished,2024-05-23 00:00:00
1438,Kandivali,Apartment,1,1312.17,261.42,28853.0,Ready to move,2024,Furnished,2024-07-15 00:00:00
8067,Vikhroli,Apartment,1,1003.7,159.16,40904.0,Under construction,2025,Semi-Furnished,2024-12-03 00:00:00
7372,Malad,Apartment,3,618.49,232.16,41921.0,Ready to move,2025,Unfurnished,2024-10-26 00:00:00
3304,Kandivali,Apartment,2,989.57,125.41,23296.0,Ready to move,2025,Semi-Furnished,2024-12-26 00:00:00
9343,Kandivali,Villa,1,712.75,106.27,34797.0,Ready to move,2025,Unfurnished,2024-11-12 00:00:00
542,Malad,Apartment,2,1447.04,124.42,81916.0,Under construction,2024,Unfurnished,2024-04-16 00:00:00
543,Goregaon,Villa,4,594.46,175.53,44051.0,Ready to move,2025,Furnished,2024-02-28 00:00:00
8639,Dadar,Apartment,1,1153.25,168.54,43945.0,Under construction,2024,Semi-Furnished,2024-10-10 00:00:00
187,Borivali,Villa,3,300.0,106.04,32775.0,Ready to move,2027,Unfurnished,2024-12-27 00:00:00
7187,Juhu,Apartment,3,1124.48,161.27,46898.0,Ready to move,2027,Furnished,2024-02-22 00:00:00
8848,Kandivali,Apartment,1,1062.02,140.66,40589.0,Ready to move,2025,Semi-Furnished,2024-10-16 00:00:00
7598,Andheri,Apartment,2,1206.59,143.91,12991.0,Ready to move,2024,Unfurnished,2024-05-07 00:00:00
321,Dadar,Studio,4,627.95,130.64,63030.0,Ready to move,2025,Semi-Furnished,2024-09-27 00:00:00
6949,Andheri,Villa,3,681.0,169.83,50406.0,Ready to move,2026,Semi-Furnished,2024-04-19 00:00:00
9805,Juhu,Studio,2,1084.23,85.86,45073.0,Under construction,2025,Furnished,2024-03-14 00:00:00
4070,Andheri,Apartment,2,1126.73,146.03,53469.0,Ready to move,2024,Furnished,2024-04-17 00:00:00
2260,Goregaon,Apartment,4,645.79,203.89,43842.0,Ready to move,2025,Semi-Furnished,2024-08-31 00:00:00
8440,Andheri,Studio,2,692.17,52.06,34330.0,Ready to move,2027,Furnished,2024-10-15 00:00:00
3473,Kandivali,Apartment,3,305.84,146.16,30065.0,Ready to move,2025,Unfurnished,2024-08-04 00:00:00
7289,Juhu,Villa,1,1357.82,171.7,57372.0,Under construction,2024,Semi-Furnished,2024-03-12 00:00:00
7574,Goregaon,Villa,2,665.01,216.57,33079.0,Ready to move,2025,Furnished,2024-02-29 00:00:00
5050,Vikhroli,Studio,2,1297.97,90.72,57231.0,Ready to move,2024,Semi-Furnished,2024-10-10 00:00:00
7136,Juhu,Villa,4,807.31,266.6,54557.0,Ready to move,2024,Semi-Furnished,2024-11-23 00:00:00
7605,Juhu,Apartment,1,1144.94,163.93,50983.0,Ready to move,2025,Unfurnished,2024-04-23 00:00:00
3753,Borivali,Apartment,1,1361.72,141.02,37857.0,Ready to move,2024,Furnished,2024-10-02 00:00:00
9052,Juhu,Apartment,3,1373.03,169.15,58968.0,Under construction,2026,Furnished,2024-10-01 00:00:00
2082,Borivali,Apartment,3,923.63,152.96,63632.0,Ready to move,2026,Semi-Furnished,2024-09-12 00:00:00
7708,Andheri,Apartment,1,1047.86,102.04,35603.0,Ready to move,2025,Furnished,2024-06-18 00:00:00
8887,Andheri,Apartment,3,969.65,227.46,56588.0,Under construction,2024,Semi-Furnished,2024-04-11 00:00:00
6611,Powai,Apartment,2,1031.51,175.44,27423.0,Under construction,2025,Furnished,2024-07-30 00:00:00
5397,Vikhroli,Apartment,1,472.56,163.19,26694.0,Ready to move,2025,Semi-Furnished,2024-07-10 00:00:00
9322,Juhu,Villa,3,1409.26,210.06,63152.0,Ready to move,2025,Furnished,2024-03-13 00:00:00
7997,Kandivali,Apartment,1,842.26,239.98,34474.0,Under construction,2024,Furnished,2024-10-17 00:00:00
9749,Malad,Apartment,1,673.69,198.05,25353.0,Ready to move,2024,Semi-Furnished,2024-08-06 00:00:00
2164,Vikhroli,Apartment,2,600.06,169.96,17144.0,Ready to move,2024,Furnished,2024-11-02 00:00:00
4986,Powai,Villa,2,1171.17,76.32,63264.0,Ready to move,2024,Semi-Furnished,2024-05-09 00:00:00
2241,Vikhroli,Studio,1,1111.88,128.85,51505.0,Ready to move,2024,Semi-Furnished,2024-11-09 00:00:00
4224,Borivali,Apartment,1,763.94,162.23,45429.0,Ready to move,2024,Semi-Furnished,2024-12-16 00:00:00
8608,Juhu,Villa,2,439.27,159.31,10000.0,Ready to move,2025,Furnished,2024-05-01 00:00:00
3266,Vikhroli,Apartment,1,1221.14,171.96,30913.0,Ready to move,2024,Semi-Furnished,2024-12-14 00:00:00
2821,Goregaon,Villa,1,1003.96,100.45,55229.0,Ready to move,2025,Unfurnished,2024-05-19 00:00:00
4532,Goregaon,Apartment,1,854.94,167.9,64384.0,Ready to move,2025,Furnished,2024-10-17 00:00:00
5460,Goregaon,Apartment,1,558.89,183.58,62138.0,Ready to move,2024,Unfurnished,2024-05-14 00:00:00
2065,Juhu,Apartment,1,852.63,153.11,40046.0,Ready to move,2024,Unfurnished,2024-12-21 00:00:00
2934,Juhu,Apartment,3,1049.14,175.14,50186.0,Ready to move,2026,Semi-Furnished,2024-02-18 00:00:00
8445,Powai,Apartment,2,1245.01,173.8,48274.0,Ready to move,2025,Unfurnished,2024-04-04 00:00:00
4021,Dadar,Apartment,2,1290.8,150.41,46258.0,Ready to move,2026,Unfurnished,2024-05-22 00:00:00
6667,Borivali,Apartment,1,557.92,125.9,43307.0,Ready to move,2024,Semi-Furnished,2024-01-05 00:00:00
9865,Kandivali,Apartment,3,561.27,262.27,38806.0,Ready to move,2025,Furnished,2024-08-12 00:00:00
1479,Vikhroli,Apartment,1,876.06,229.52,30581.0,Ready to move,2026,Unfurnished,2024-06-18 00:00:00
8883,Malad,Apartment,2,600.0,169.0,57611.0,Ready to move,2024,Semi-Furnished,2024-05-11 00:00:00
3609,Vikhroli,Apartment,2,593.65,190.54,54397.0,Ready to move,2024,Semi-Furnished,2024-03-27 00:00:00
1403,Borivali,Apartment,2,925.12,174.81,58465.0,Ready to move,2025,Semi-Furnished,2024-03-13 00:00:00
2058,Kandivali,Villa,1,826.75,236.58,39080.0,Under construction,2025,Semi-Furnished,2024-05-12 00:00:00
5805,Dadar,Villa,2,1042.15,142.7,48525.0,Under construction,2027,Furnished,2024-08-16 00:00:00
9493,Borivali,Apartment,2,1200.51,32.37,61585.0,Ready to move,2025,Semi-Furnished,2024-09-21 00:00:00
2375,Malad,Studio,3,848.28,166.74,40835.0,Under construction,2024,Unfurnished,2024-04-02 00:00:00
2421,Vikhroli,Villa,2,767.24,126.98,40632.0,Ready to move,2024,Semi-Furnished,2024-06-27 00:00:00
9040,Juhu,Villa,2,427.95,90.31,45772.0,Under construction,2025,Furnished,2024-03-06 00:00:00
4528,Dadar,Apartment,4,1002.05,96.92,13531.0,Under construction,2024,Furnished,2024-03-22 00:00:00
6907,Juhu,Apartment,4,902.4,90.21,53157.0,Ready to move,2027,Furnished,2024-08-11 00:00:00
3545,Vikhroli,Villa,2,1001.93,82.75,44966.0,Ready to move,2025,Semi-Furnished,2024-06-26 00:00:00
6210,Kandivali,Apartment,2,1158.45,167.18,51882.0,Ready to move,2025,Semi-Furnished,2024-09-22 00:00:00
5060,Bandra,Apartment,1,1160.78,130.49,58842.0,Ready to move,2024,Semi-Furnished,2024-12-27 00:00:00
254,Goregaon,Villa,3,926.54,143.26,38130.0,Ready to move,2027,Furnished,2024-05-19 00:00:00
9006,Goregaon,Apartment,3,1091.29,114.19,50722.0,Ready to move,2024,Semi-Furnished,2024-06-02 00:00:00
7345,Borivali,Apartment,2,1190.15,227.58,34723.0,Ready to move,2025,Furnished,2024-05-20 00:00:00
3309,Bandra,Villa,1,478.93,52.22,71207.0,Ready to move,2024,Furnished,2024-07-11 00:00:00
6318,Powai,Villa,2,842.69,126.21,33359.0,Ready to move,2024,Semi-Furnished,2024-06-04 00:00:00
624,Kandivali,Studio,3,1001.17,113.91,49668.0,Ready to move,2025,Semi-Furnished,2024-04-28 00:00:00
3640,Bandra,Apartment,2,1027.7,161.69,49941.0,Ready to move,2024,Unfurnished,2024-03-20 00:00:00
9326,Juhu,Apartment,2,1136.09,78.56,46652.0,Ready to move,2024,Furnished,2024-08-18 00:00:00
7815,Goregaon,Apartment,1,659.33,145.84,40406.0,Ready to move,2026,Furnished,2024-06-11 00:00:00
2387,Goregaon,Villa,2,1161.3,104.25,62686.0,Ready to move,2025,Semi-Furnished,2024-07-11 00:00:00
14,Juhu,Apartment,1,1146.17,133.63,44901.0,Ready to move,2024,Unfurnished,2024-11-20 00:00:00
8739,Andheri,Apartment,2,1200.18,230.82,55511.0,Ready to move,2024,Furnished,2024-11-14 00:00:00
4155,Juhu,Apartment,3,754.53,116.11,54729.0,Ready to move,2026,Furnished,2024-05-13 00:00:00
5499,Borivali,Apartment,3,914.29,97.61,48850.0,Ready to move,2025,Furnished,2024-11-09 00:00:00
8255,Powai,Apartment,1,767.5,81.81,41451.0,Ready to move,2024,Unfurnished,2024-01-24 00:00:00
6419,Dadar,Apartment,4,1077.98,147.36,44385.0,Ready to move,2026,Semi-Furnished,2024-11-23 00:00:00
5051,Malad,Apartment,3,704.11,167.21,25670.0,Ready to move,2024,Semi-Furnished,2024-06-02 00:00:00
8973,Goregaon,Apartment,1,1330.12,140.81,42109.0,Ready to move,2026,Furnished,2024-03-16 00:00:00
3816,Borivali,Villa,2,983.85,244.19,30261.0,Ready to move,2024,Furnished,2024-01-21 00:00:00
2797,Malad,Apartment,4,431.66,183.3,29409.0,Ready to move,2026,Semi-Furnished,2024-01-14 00:00:00
9452,Bandra,Apartment,2,848.03,141.54,72483.0,Ready to move,2026,Unfurnished,2024-11-27 00:00:00
7865,Juhu,Villa,2,631.61,52.84,62251.0,Ready to move,2025,Furnished,2024-11-22 00:00:00
3502,Dadar,Apartment,1,949.32,139.1,47343.0,Ready to move,2025,Unfurnished,2024-11-11 00:00:00
747,Vikhroli,Apartment,2,1434.37,30.0,39911.0,Ready to move,2024,Unfurnished,2024-07-14 00:00:00
5756,Andheri,Studio,2,1347.97,149.09,38050.0,Ready to move,2027,Semi-Furnished,2024-06-14 00:00:00
2718,Juhu,Apartment,2,579.66,144.98,43647.0,Ready to move,2024,Furnished,2024-12-18 00:00:00
2949,Malad,Apartment,2,1363.2,181.11,30958.0,Ready to move,2024,Furnished,2024-04-05 00:00:00
9601,Malad,Studio,2,1055.77,142.67,70370.0,Under construction,2024,Furnished,2024-03-09 00:00:00
1687,Vikhroli,Studio,2,1090.75,32.15,33597.0,Ready to move,2024,Furnished,2024-09-28 00:00:00
4397,Powai,Villa,2,1346.55,155.7,60912.0,Ready to move,2026,Furnished,2024-11-22 00:00:00
4995,Vikhroli,Apartment,1,823.58,130.74,28947.0,Ready to move,2024,Furnished,2024-07-31 00:00:00
8794,Malad,Apartment,3,487.8,74.57,51256.0,Ready to move,2025,Furnished,2024-06-09 00:00:00
6124,Borivali,Studio,2,1062.9,161.02,54238.0,Ready to move,2027,Furnished,2024-12-23 00:00:00
8601,Goregaon,Apartment,1,874.96,108.89,80729.0,Ready to move,2027,Semi-Furnished,2024-06-01 00:00:00
5371,Kandivali,Villa,1,753.92,115.66,67695.0,Ready to move,2025,Furnished,2024-06-28 00:00:00
1046,Dadar,Apartment,1,850.85,125.79,37827.0,Ready to move,2025,Semi-Furnished,2024-08-13 00:00:00
5018,Juhu,Apartment,1,300.0,243.81,22255.0,Under construction,2025,Unfurnished,2024-12-14 00:00:00
5693,Goregaon,Apartment,3,516.86,186.19,58643.0,Ready to move,2025,Semi-Furnished,2024-02-16 00:00:00
6590,Vikhroli,Apartment,2,1233.94,62.78,60166.0,Ready to move,2025,Semi-Furnished,2024-01-28 00:00:00
4594,Powai,Studio,3,573.39,148.89,23619.0,Ready to move,2024,Semi-Furnished,2024-10-03 00:00:00
393,Andheri,Apartment,2,458.61,177.8,31902.0,Ready to move,2024,Furnished,2024-08-08 00:00:00
2530,Dadar,Apartment,1,1042.1,30.0,49236.0,Ready to move,2025,Furnished,2024-05-16 00:00:00
1567,Malad,Apartment,2,606.22,196.91,66294.0,Under construction,2026,Semi-Furnished,2024-03-23 00:00:00
7100,Vikhroli,Studio,2,873.83,186.84,43214.0,Ready to move,2024,Furnished,2024-12-16 00:00:00
2659,Vikhroli,Apartment,4,300.0,181.68,48654.0,Ready to move,2024,Unfurnished,2024-04-16 00:00:00
9907,Powai,Apartment,4,578.41,154.91,57880.0,Ready to move,2024,Semi-Furnished,2024-09-20 00:00:00
2371,Juhu,Apartment,4,1317.0,210.0,57977.0,Ready to move,2025,Semi-Furnished,2024-11-08 00:00:00
9630,Kandivali,Villa,2,1137.83,124.86,54568.0,Ready to move,2025,Furnished,2024-08-21 00:00:00
9821,Bandra,Villa,2,1091.76,147.47,49448.0,Ready to move,2026,Semi-Furnished,2024-03-19 00:00:00
6126,Bandra,Villa,3,1295.96,169.67,67360.0,Ready to move,2024,Semi-Furnished,2024-02-21 00:00:00
